System,Planet,Region,xcoord,ycoord,wiki
Gordian Reach,Elamposnia,Outer Rim,546.909,451.074,http://starwars.wikia.com/wiki/Elamposnia
Gordian Reach,Chenowei,Outer Rim,544.157,439.433,http://starwars.wikia.com/wiki/Chenowei
Gordian Reach,B'trilla,Outer Rim,547.332,426.168,http://starwars.wikia.com/wiki/B%27trilla
Gordian Reach,Arda,Outer Rim,556.434,382.187,http://starwars.wikia.com/wiki/Arda
Hapes Cluster,,Inner Rim,336.142,53.439,
Gordian Reach,Vallusk Cluster,Outer Rim,501.355,383.106,http://starwars.wikia.com/wiki/Vallusk_Cluster
Gordian Reach,Gulvitch,Outer Rim,505.235,369.083,http://starwars.wikia.com/wiki/Gulvitch
Gordian Reach,Arkuda,Outer Rim,508.498,372.611,http://starwars.wikia.com/wiki/Arkuda
Gordian Reach,Korphir,Outer Rim,522.61,367.495,http://starwars.wikia.com/wiki/Korphir
Gordian Reach,Tenara,Outer Rim,526.667,361.939,http://starwars.wikia.com/wiki/Tenara
Gordian Reach,The Cometwash,Outer Rim,527.725,377.638,http://starwars.wikia.com/wiki/The_Cometwash
Gordian Reach,Usta,Outer Rim,531.517,392.19,http://starwars.wikia.com/wiki/Usta
Gordian Reach,Barison,Outer Rim,538.749,398.804,http://starwars.wikia.com/wiki/Barison
Gordian Reach,Little Capella,Outer Rim,559.828,361.939,http://starwars.wikia.com/wiki/Little_Capella
Gordian Reach,Capella,Outer Rim,555.33,371.993,http://starwars.wikia.com/wiki/Capella
Gordian Reach,Kalishik,Outer Rim,550.038,392.543,http://starwars.wikia.com/wiki/Kalishik
Gordian Reach,Feldwes,Outer Rim,577.643,383.018,http://starwars.wikia.com/wiki/Feldwes
Gordian Reach,Pygorix,Outer Rim,585.933,385.222,http://starwars.wikia.com/wiki/Pygorix
Gordian Reach,Karsten's World,Outer Rim,588.756,378.52,http://starwars.wikia.com/wiki/Karsten%27s_World
Gordian Reach,Spintir,Outer Rim,595.282,388.486,http://starwars.wikia.com/wiki/Spintir
Kalamith,Sorrus,Outer Rim,391.597,418.772,http://starwars.wikia.com/wiki/Sorrus
Kalamith,Hynah,Outer Rim,396.768,425.869,http://starwars.wikia.com/wiki/Hynah
Kalamith,Simpla,Outer Rim,401.885,432.502,http://starwars.wikia.com/wiki/Simpla
Kalamith,Toprawa,Outer Rim,409.209,443.249,http://starwars.wikia.com/wiki/Toprawa
Kalamith,Pho Ph'eah,Outer Rim,430.753,475.322,http://starwars.wikia.com/wiki/Pho_Ph%27eah
Kalamith,Tandun,Outer Rim,432.857,453.068,http://starwars.wikia.com/wiki/Tandun
Thesme,Thesme,Outer Rim,366.06,407.23,http://starwars.wikia.com/wiki/Thesme
Thesme,Junction,Outer Rim,383.513,406.384,http://starwars.wikia.com/wiki/Junction
Thesme,Hijado,Outer Rim,357.642,369.746,http://starwars.wikia.com/wiki/Hijado
D'Astan,Axxila,Outer Rim,313.01,415.331,http://starwars.wikia.com/wiki/Axxila
D'Astan,Nez Peron,Outer Rim,345.385,414.248,http://starwars.wikia.com/wiki/Nez_Peron
D'Astan,Ord Cestus,Outer Rim,329.052,390.712,http://starwars.wikia.com/wiki/Ord_Cestus
D'Astan,Celanon,Outer Rim,369.078,388.965,http://starwars.wikia.com/wiki/Celanon
D'Astan,Serenno,Outer Rim,408.588,463.003,http://starwars.wikia.com/wiki/Serenno
Rolion,Maridun,Outer Rim,512.719,355.977,http://starwars.wikia.com/wiki/Maridun
Rolion,Indu San,Outer Rim,541.139,278.517,http://starwars.wikia.com/wiki/Indu_San
Corva,Soullex,Outer Rim,405.998,649.432,http://starwars.wikia.com/wiki/Soullex
Corva,Eol Sha,Outer Rim,411.08,607.359,http://starwars.wikia.com/wiki/Eol_Sha
Corva,Ventooine,Outer Rim,475.192,621.642,http://starwars.wikia.com/wiki/Ventooine
Corva,Betha,Outer Rim,424.894,576.939,http://starwars.wikia.com/wiki/Betha
Bosph,Bosph,Outer Rim,519.488,649.79,http://starwars.wikia.com/wiki/Bosph
Dalonbian,Belkadan,Outer Rim,62.096,809.383,http://starwars.wikia.com/wiki/Belkadan
Dalonbian,Helska,Outer Rim,50.236,731.167,http://starwars.wikia.com/wiki/Helska
Dalonbian,Sernpidal,Outer Rim,70.355,693.099,http://starwars.wikia.com/wiki/Sernpidal
Dalonbian,Seline,Outer Rim,115.042,674.833,http://starwars.wikia.com/wiki/Seline
Dalonbian,Birgis,Outer Rim,182.538,649.997,http://starwars.wikia.com/wiki/Birgis
Spinward,Xo,Outer Rim,206.668,725.52,http://starwars.wikia.com/wiki/Xo
Velcar,Bextar,Outer Rim,-113.612,514.828,http://starwars.wikia.com/wiki/Bextar
Velcar,Ryloon,Outer Rim,-132.095,492.244,http://starwars.wikia.com/wiki/Ryloon
Velcar,Endex,Outer Rim,-111.633,498.418,http://starwars.wikia.com/wiki/Endex
Velcar,Churruma,Outer Rim,-122.12,489.113,http://starwars.wikia.com/wiki/Churruma
Velcar,Entralla,Outer Rim,-92.007,520.908,http://starwars.wikia.com/wiki/Entralla
Velcar,Capza,Outer Rim,-93.289,514.028,http://starwars.wikia.com/wiki/Capza
Dynali,Taspir III,Outer Rim,-137.177,598.904,http://starwars.wikia.com/wiki/Taspir_III
Dynali,Ord Thoden,Outer Rim,-142.881,585.91,http://starwars.wikia.com/wiki/Ord_Thoden
Carrion,Vexta,Outer Rim,-141.778,576.429,http://starwars.wikia.com/wiki/Vexta
Carrion,Delephr,Outer Rim,-132.521,567.039,http://starwars.wikia.com/wiki/Delephr
Carrion,Gelda,Outer Rim,-123.066,555.468,http://starwars.wikia.com/wiki/Gelda
Perinn,Valc,Outer Rim,-159.141,516.92,http://starwars.wikia.com/wiki/Valc
Perinn,Brodo Asogi,Outer Rim,-174.149,526.54,http://starwars.wikia.com/wiki/Brodo_Asogi
Perinn,Cantras Gola,Outer Rim,-153.829,505.938,http://starwars.wikia.com/wiki/Cantras_Gola
Clacis,Dactruria,Outer Rim,-125.465,534.583,http://starwars.wikia.com/wiki/Dactruria
Clacis,Bisellia,Outer Rim,-86.801,543.897,http://starwars.wikia.com/wiki/Bisellia
Clacis,Endoraan,Outer Rim,-89.341,535.853,http://starwars.wikia.com/wiki/Endoraan
Clacis,Cezith,Outer Rim,-75.604,530.713,http://starwars.wikia.com/wiki/Cezith
Clacis,Ord Sedra,Outer Rim,-79.978,538.051,http://starwars.wikia.com/wiki/Ord_Sedra
Clacis,Venestria,Outer Rim,-55.989,542.708,http://starwars.wikia.com/wiki/Venestria
Clacis,Kwevron,Outer Rim,-34.54,537.063,http://starwars.wikia.com/wiki/Kwevron
Clacis,Fodro,Outer Rim,-17.325,524.646,http://starwars.wikia.com/wiki/Fodro
Clacis,Gwori,Outer Rim,-4.625,520.977,http://starwars.wikia.com/wiki/Gwori
Obtrexta,Dolis,Outer Rim,-112.895,615.675,http://starwars.wikia.com/wiki/Dolis
Obtrexta,Bescane,Outer Rim,-88.161,608.76,http://starwars.wikia.com/wiki/Bescane
Obtrexta,Varvrona,Outer Rim,-98.783,600.021,http://starwars.wikia.com/wiki/Varvrona
Obtrexta,Muunilinst,Outer Rim,-80.501,550.31,http://starwars.wikia.com/wiki/Muunilinst
Obtrexta,Jaemus,Outer Rim,-86.043,587.795,http://starwars.wikia.com/wiki/Jaemus
Hapes Cluster,,Inner Rim,356.469,59.198,
Braxant,Rimcee Station,Outer Rim,-116.863,641.031,http://starwars.wikia.com/wiki/Rimcee_Station
Braxant,Bastion,Outer Rim,-89.29,646.65,http://starwars.wikia.com/wiki/Bastion
Braxant,Anorelga,Outer Rim,-83.129,672.12,http://starwars.wikia.com/wiki/Anorelga
Braxant,Bnar,Outer Rim,-57.552,630.668,http://starwars.wikia.com/wiki/Bnar
Myto,Dubrillion,Outer Rim,-33.24,624.432,http://starwars.wikia.com/wiki/Dubrillion
Myto,Criton's Point,Outer Rim,-42.118,649.41,http://starwars.wikia.com/wiki/Criton's_Point
Myto,Ahakista,Outer Rim,-30.549,615.041,http://starwars.wikia.com/wiki/Ahakista
Myto,Gabredor,Outer Rim,-44.585,569.21,http://starwars.wikia.com/wiki/Gabredor
Myto,Angor,Outer Rim,-19.009,562.508,http://starwars.wikia.com/wiki/Angor
Dantus,Cirrus,Outer Rim,-124.55,349.122,http://starwars.wikia.com/wiki/Cirrus
Dantus,Troska,Outer Rim,-147.704,372.277,http://starwars.wikia.com/wiki/Troska
Prefsbelt,Comra,Outer Rim,-129.709,408.604,http://starwars.wikia.com/wiki/Comra
Prefsbelt,Borosk,Outer Rim,-94.266,456.458,http://starwars.wikia.com/wiki/Borosk
Prefsbelt,Yaga Minor,Outer Rim,-96.066,479.613,http://starwars.wikia.com/wiki/Yaga_Minor
Prefsbelt,Ompersan,Outer Rim,-96.72,475.037,http://starwars.wikia.com/wiki/Ompersan
Prefsbelt,Prefsbelt,Outer Rim,-94.709,465.089,http://starwars.wikia.com/wiki/Prefsbelt
Fath,Wistril,Outer Rim,-48.311,382.442,http://starwars.wikia.com/wiki/Wistril
Fath,JanFathal,Outer Rim,-54.24,389.219,http://starwars.wikia.com/wiki/JanFathal
Fath,Ord Cantrell,Outer Rim,-15.211,374.818,http://starwars.wikia.com/wiki/Ord_Cantrell
Veragi,Equanus,Outer Rim,-10.615,637.137,http://starwars.wikia.com/wiki/Equanus
Veragi,Revyia,Outer Rim,21.717,758.274,http://starwars.wikia.com/wiki/Revyia
Veragi,Plooma,Outer Rim,41.9,654.503,http://starwars.wikia.com/wiki/Plooma
Veragi,Trassitan,Outer Rim,22.956,662.108,http://starwars.wikia.com/wiki/Trassitan
Veragi,Veragi,Outer Rim,39.272,673.265,http://starwars.wikia.com/wiki/Veragi
Veragi,Plesstil,Outer Rim,38.919,684.906,http://starwars.wikia.com/wiki/Plesstil
Raioballo,Dantooine,Outer Rim,0.98,558.551,http://starwars.wikia.com/wiki/Dantooine
Raioballo,Gravlex Med,Outer Rim,68.077,561.19,http://starwars.wikia.com/wiki/Gravlex_Med
Raioballo,Anx Minor,Outer Rim,28.69,541.204,http://starwars.wikia.com/wiki/Anx_Minor
Raioballo,Sinsang,Outer Rim,19.091,546.985,http://starwars.wikia.com/wiki/Sinsang
Raioballo,Kesmere,Outer Rim,28.44,557.921,http://starwars.wikia.com/wiki/Kesmere
Raioballo,Kesmere Minor,Outer Rim,24.559,572.033,http://starwars.wikia.com/wiki/Kesmere_Minor
Raioballo,Tertiary Kesmere,Outer Rim,20.679,587.026,http://starwars.wikia.com/wiki/Tertiary_Kesmere
Raioballo,Shusugaunt,Outer Rim,43.786,582.792,http://starwars.wikia.com/wiki/Shusugaunt
Mieru'kar,Ibanjji,Outer Rim,293.474,582.581,http://starwars.wikia.com/wiki/Ibanjji
Mieru'kar,Maltha Obex,Outer Rim,352.065,612.442,http://starwars.wikia.com/wiki/Maltha_Obex
Xappyh,Neelgaimon,Outer Rim,566.573,624.218,http://starwars.wikia.com/wiki/Neelgaimon
Xappyh,Ruuria,Outer Rim,579.915,607.7,http://starwars.wikia.com/wiki/Ruuria
Xappyh,Tiss'sharl,Outer Rim,618.035,597.323,http://starwars.wikia.com/wiki/Tiss'sharl
Mortex,Iliabath,Outer Rim,676.35,524.589,http://starwars.wikia.com/wiki/Iliabath
Mortex,Ranroon,Outer Rim,685.115,484.444,http://starwars.wikia.com/wiki/Ranroon
Mortex,Almania,Outer Rim,717.119,494.43,http://starwars.wikia.com/wiki/Almania
Colundra,Troiken,Outer Rim,761.592,498.243,http://starwars.wikia.com/wiki/Troiken
Chorlian,Zygerria,Outer Rim,706.318,547.586,http://starwars.wikia.com/wiki/Zygerria
Chorlian,Vaynai,Outer Rim,745.709,523.673,http://starwars.wikia.com/wiki/Vaynai
Hapes Cluster,,Inner Rim,337.021,54.54,
Sith Worlds,Ziost,Outer Rim,617.998,518.502,http://starwars.wikia.com/wiki/Ziost
Sith Worlds,Begeren,Outer Rim,618.162,501.35,http://starwars.wikia.com/wiki/Begeren
Sith Worlds,Korriz,Outer Rim,605.379,523.672,http://starwars.wikia.com/wiki/Korriz
Sith Worlds,Athiss,Outer Rim,616.739,526.353,http://starwars.wikia.com/wiki/Athiss
Sith Worlds,Svolten,Outer Rim,641.645,527.27,http://starwars.wikia.com/wiki/Svolten
Sith Worlds,Bhargebba,Outer Rim,638.117,523.46,http://starwars.wikia.com/wiki/Bhargebba
Sith Worlds,Ch'hodos,Outer Rim,630.427,513.371,http://starwars.wikia.com/wiki/Ch'hodos
Sith Worlds,Nfolgai,Outer Rim,648.903,516.969,http://starwars.wikia.com/wiki/Nfolgai
Sith Worlds,Krayiss,Outer Rim,653.066,506.174,http://starwars.wikia.com/wiki/Krayiss
Sith Worlds,Korriban,Outer Rim,616.975,466.096,http://starwars.wikia.com/wiki/Korriban
Sith Worlds,Bosthirda,Outer Rim,624.792,477.327,http://starwars.wikia.com/wiki/Bosthirda
Sith Worlds,Dromund Kaas,Outer Rim,635.376,483.677,http://starwars.wikia.com/wiki/Dromund_Kaas
Sith Worlds,Nicht Ka,Outer Rim,607.365,487.064,http://starwars.wikia.com/wiki/Nicht_Ka
Sith Worlds,Rhelg,Outer Rim,655.212,481.109,http://starwars.wikia.com/wiki/Rhelg
Sith Worlds,Khar Delba,Outer Rim,660.398,493.439,http://starwars.wikia.com/wiki/Khar_Delba
Sith Worlds,Jaguada,Outer Rim,639.337,490.264,http://starwars.wikia.com/wiki/Jaguada
Sith Worlds,Ashas Ree,Outer Rim,621.866,491.957,http://starwars.wikia.com/wiki/Ashas_Ree
Sith Worlds,Kalsunor,Outer Rim,614.061,496.543,http://starwars.wikia.com/wiki/Kalsunor
Sertar,Elom,Outer Rim,631.561,422.002,http://starwars.wikia.com/wiki/Elom
Sertar,Syngia,Outer Rim,685.776,449.957,http://starwars.wikia.com/wiki/Syngia
Sertar,Yutusk,Outer Rim,694.904,457.192,http://starwars.wikia.com/wiki/Yutusk
Sertar,Sembla,Outer Rim,716.711,435.23,http://starwars.wikia.com/wiki/Sembla
Kwymar,Telos,Outer Rim,507.946,570.992,http://starwars.wikia.com/wiki/Telos
Kwymar,Doniphon,Outer Rim,515.411,579.728,http://starwars.wikia.com/wiki/Doniphon
Kwymar,Tantive,Outer Rim,522.4,585.446,http://starwars.wikia.com/wiki/Tantive
Kwymar,Listehol,Outer Rim,535.265,591.323,http://starwars.wikia.com/wiki/Listehol
I-Sector,Thila,Outer Rim,525.577,532.078,http://starwars.wikia.com/wiki/Thila
I-Sector,Ferro,Outer Rim,539.395,547.961,http://starwars.wikia.com/wiki/Ferro
I-Sector,Mirial,Outer Rim,544.319,564.956,http://starwars.wikia.com/wiki/Mirial
I-Sector,Sikurd,Outer Rim,561.155,545.42,http://starwars.wikia.com/wiki/Sikurd
Esstran,Ord Radama,Outer Rim,503.499,490.782,http://starwars.wikia.com/wiki/Ord_Radama
Esstran,Thule,Outer Rim,589.721,492.952,http://starwars.wikia.com/wiki/Thule
Esstran,Corbos,Outer Rim,604.666,452.651,http://starwars.wikia.com/wiki/Corbos
Tynquay,Thosa,Outer Rim,644.93,573.816,http://starwars.wikia.com/wiki/Thosa
Tynquay,Gigor,Outer Rim,629.103,558.045,http://starwars.wikia.com/wiki/Gigor
Wyl,Dra,Outer Rim,691.886,584.77,http://starwars.wikia.com/wiki/Dra
Wyl,Lafra,Outer Rim,680.187,575.942,http://starwars.wikia.com/wiki/Lafra
Nembus,Praadost,Outer Rim,460.455,516.512,http://starwars.wikia.com/wiki/Praadost
Nembus,Carosi,Outer Rim,467.92,552.567,http://starwars.wikia.com/wiki/Carosi
Meram,Thalassia,Outer Rim,438.854,535.414,http://starwars.wikia.com/wiki/Thalassian_system
Morshdine,Tangrene,Outer Rim,350.971,506.818,http://starwars.wikia.com/wiki/Tangrene
Morshdine,Edusa,Outer Rim,363.042,483.152,http://starwars.wikia.com/wiki/Edusa
Morshdine,Camden,Outer Rim,358.436,465.839,http://starwars.wikia.com/wiki/Camden
Morshdine,Vandyne,Outer Rim,353.354,444.874,http://starwars.wikia.com/wiki/Vandyne
Sprizen,Salin,Outer Rim,275.844,422.161,http://starwars.wikia.com/wiki/Salin
Nilgaard,Toola,Outer Rim,779.805,463.934,http://starwars.wikia.com/wiki/Toola
Nilgaard,Quermia,Outer Rim,761.75,462.981,http://starwars.wikia.com/wiki/Quermia
Nilgaard,Makem Te,Outer Rim,749.467,447.84,http://starwars.wikia.com/wiki/Makem_Te
Nilgaard,Emmer,Outer Rim,750.996,477.3,http://starwars.wikia.com/wiki/Emmer
Indrexu,Janodral Mizar,Outer Rim,735.65,425.795,http://starwars.wikia.com/wiki/Janodral_Mizar
Tion Hegemony,Raxus,Outer Rim,770.01,411.043,http://starwars.wikia.com/wiki/Raxus
Tion Hegemony,Tion,Outer Rim,773.045,407.979,http://starwars.wikia.com/wiki/Tion
Tion Hegemony,Endregaad,Outer Rim,757.522,413.8,http://starwars.wikia.com/wiki/Endregaad
Tion Hegemony,Livien,Outer Rim,718.011,403.217,http://starwars.wikia.com/wiki/Livien
Tion Hegemony,Kanaver,Outer Rim,724.008,406.039,http://starwars.wikia.com/wiki/Kanaver
Tion Hegemony,Desevro,Outer Rim,719.394,398.44,http://starwars.wikia.com/wiki/Desevro
Tion Hegemony,Rudrig,Outer Rim,791.036,389.635,http://starwars.wikia.com/wiki/Rudrig
Tion Hegemony,Caluula,Outer Rim,814.008,331.357,http://starwars.wikia.com/wiki/Caluula
Tion Hegemony,Dellalt,Outer Rim,827.631,320.22,http://starwars.wikia.com/wiki/Dellalt
Tion Hegemony,Brigia,Outer Rim,811.041,342.91,http://starwars.wikia.com/wiki/Brigia
Tion Hegemony,Eredenn,Outer Rim,801.71,361.695,http://starwars.wikia.com/wiki/Eredenn
Keldrath,Mullan,Outer Rim,819.59,352.681,http://starwars.wikia.com/wiki/Mullan
Cronese Mandate,Chandaar,Outer Rim,708.932,348.757,http://starwars.wikia.com/wiki/Chandaar
Cronese Mandate,Algor,Outer Rim,791.744,330.739,http://starwars.wikia.com/wiki/Algor
Cronese Mandate,Pasmin,Outer Rim,729.346,336.912,http://starwars.wikia.com/wiki/Pasmin
Cronese Mandate,Duinarbulon,Outer Rim,749.498,338.941,http://starwars.wikia.com/wiki/Duinarbulon
Cronese Mandate,Eibon,Outer Rim,779.661,337.353,http://starwars.wikia.com/wiki/Eibon
Cronese Mandate,Derellium,Outer Rim,766.432,343.88,http://starwars.wikia.com/wiki/Derellium
Cronese Mandate,Corlass,Outer Rim,775.957,358.873,http://starwars.wikia.com/wiki/Corlass
Cronese Mandate,Nuswatta,Outer Rim,786.54,356.756,http://starwars.wikia.com/wiki/Nuswatta
Cronese Mandate,Argai,Outer Rim,778.073,369.456,http://starwars.wikia.com/wiki/Argai
Allied Tion,Jaminere,Outer Rim,763.87,372.235,http://starwars.wikia.com/wiki/Jaminere
Allied Tion,Cadinth,Outer Rim,728.557,360.64,http://starwars.wikia.com/wiki/Cadinth
Allied Tion,Lianna,Outer Rim,704.624,371.071,http://starwars.wikia.com/wiki/Lianna
Allied Tion,Barseg,Outer Rim,710.984,380.643,http://starwars.wikia.com/wiki/Barseg
Allied Tion,Amarin,Outer Rim,737.372,384.17,http://starwars.wikia.com/wiki/Amarin
Thanium,Felucia,Outer Rim,680.216,379.912,http://starwars.wikia.com/wiki/Felucia
Thanium,Galidraan,Outer Rim,682.598,359.105,http://starwars.wikia.com/wiki/Galidraan
Thanium,Draukyze,Outer Rim,669.083,351.394,http://starwars.wikia.com/wiki/Draukyze
Thanium,Mossak,Outer Rim,679.375,369.918,http://starwars.wikia.com/wiki/Mossak
Thanium,Arcan,Outer Rim,699.695,364.979,http://starwars.wikia.com/wiki/Arcan
Thanium,Thanium,Outer Rim,692.216,386.852,http://starwars.wikia.com/wiki/Thanium
Belderone,Rhen Var,Outer Rim,662.797,353.175,http://starwars.wikia.com/wiki/Rhen_Var
Belderone,Belderone,Outer Rim,677.801,312.544,http://starwars.wikia.com/wiki/Belderone
Vorzyd,Vorzyd,Outer Rim,615.043,344.069,http://starwars.wikia.com/wiki/Vorzyd
Vorzyd,Columex,Outer Rim,675.472,327.791,http://starwars.wikia.com/wiki/Columex
Antemeridian,Antemeridias,Outer Rim,644.092,272.432,http://starwars.wikia.com/wiki/Antemeridias
Meridian,Nam Chorios,Outer Rim,636.22,304.466,http://starwars.wikia.com/wiki/Nam_Chorios
Meridian,Budpock,Outer Rim,654.77,293.325,http://starwars.wikia.com/wiki/Budpock
Nuiri,Lucazec,Outer Rim,563.935,328.817,http://starwars.wikia.com/wiki/Lucazec
Nuiri,Vjun,Outer Rim,546.252,313.887,http://starwars.wikia.com/wiki/Vjun
Nuiri,Gala,Outer Rim,542.916,299.91,http://starwars.wikia.com/wiki/Gala
Cassander,Garqi,Outer Rim,-39.212,446.258,http://starwars.wikia.com/wiki/Garqi
Cassander,Cassander,Outer Rim,-18.814,436.905,http://starwars.wikia.com/wiki/Cassander
Cassander,Ord Canfre,Outer Rim,-26.224,414.138,http://starwars.wikia.com/wiki/Ord_Canfre
Cassander,Monhudle,Outer Rim,-62.924,445.13,http://starwars.wikia.com/wiki/Monhudle
Cassander,Forsen,Outer Rim,-23.13,424.105,http://starwars.wikia.com/wiki/Forsen
Cassander,New Bakstre,Outer Rim,-8.455,432.572,http://starwars.wikia.com/wiki/New_Bakstre
Cassander,Biitu,Outer Rim,-43.027,456.137,http://starwars.wikia.com/wiki/Biitu
Cassander,Minashee,Outer Rim,-55.303,461.782,http://starwars.wikia.com/wiki/Minashee
Cassander,Isiring,Outer Rim,18.78,425.234,http://starwars.wikia.com/wiki/Isiring
Cassander,Kalki Nebula,Outer Rim,2.27,440.756,http://starwars.wikia.com/wiki/Kalki_Nebula
Atrivis,Moltok,Outer Rim,7.237,458.399,http://starwars.wikia.com/wiki/Moltok
Atrivis,Horuz,Outer Rim,71.159,469.923,http://starwars.wikia.com/wiki/Horuz
Atrivis,Generis,Outer Rim,86.194,451.34,http://starwars.wikia.com/wiki/Generis
Atrivis,Fedje,Outer Rim,74.123,425.891,http://starwars.wikia.com/wiki/Fedje
Atrivis,Spefik,Outer Rim,25.377,448.447,http://starwars.wikia.com/wiki/Spefik
Atrivis,Vuchelle,Outer Rim,57.938,423.223,http://starwars.wikia.com/wiki/Vuchelle
Atrivis,Iridium,Outer Rim,59.35,440.439,http://starwars.wikia.com/wiki/Iridium
Atrivis,Gibbela,Outer Rim,32.679,460.053,http://starwars.wikia.com/wiki/Gibbela
Atrivis,Fest,Outer Rim,80.499,439.786,http://starwars.wikia.com/wiki/Fest
Atrivis,Devon,Outer Rim,83.885,445.148,http://starwars.wikia.com/wiki/Devon
Atrivis,Markbee's Star,Outer Rim,83.462,457.848,http://starwars.wikia.com/wiki/Markbee%27s_Star
Atrivis,Hethar,Outer Rim,92.352,457.989,http://starwars.wikia.com/wiki/Hethar
Hapes Cluster,,Inner Rim,341.582,52.286,
Atrivis,Nam'ta,Outer Rim,87.413,467.02,http://starwars.wikia.com/wiki/Nam'ta
Atrivis,Mantooine,Outer Rim,55.804,472.665,http://starwars.wikia.com/wiki/Mantooine
Kanz,Bimmiel,Outer Rim,232.006,561.615,http://starwars.wikia.com/wiki/Bimmiel
Kanz,Ereesus,Outer Rim,257.737,540.491,http://starwars.wikia.com/wiki/Ereesus
Kanz,Jerne,Outer Rim,235.977,529.69,http://starwars.wikia.com/wiki/Jerne
Kanz,Argazda,Outer Rim,250.272,524.925,http://starwars.wikia.com/wiki/Argazda
Kanz,Lorrd,Outer Rim,274.573,544.303,http://starwars.wikia.com/wiki/Lorrd
Kanz,Kol Huro,Outer Rim,274.573,531.278,http://starwars.wikia.com/wiki/Kol_Huro
Tragan Cluster,Shaum Hii,Outer Rim,217.711,455.515,http://starwars.wikia.com/wiki/Shaum_Hii
Lahara,Agamar,Outer Rim,145.739,419.714,http://starwars.wikia.com/wiki/Agamar
Lahara,Gandolo,Outer Rim,149.079,469.419,http://starwars.wikia.com/wiki/Gandolo
Oplovis,Ketaris,Outer Rim,96.835,408.245,http://starwars.wikia.com/wiki/Ketaris
Oplovis,Akuria,Outer Rim,134.447,488.259,http://starwars.wikia.com/wiki/Akuria
Cademimu,Phaeda,Outer Rim,55.664,366.912,http://starwars.wikia.com/wiki/Phaeda
Cademimu,Cademimu,Outer Rim,133.315,371.712,http://starwars.wikia.com/wiki/Cademimu
Halthor,Noonar,Outer Rim,119.479,339.804,http://starwars.wikia.com/wiki/Noonar
Relgim,Ord Trasi,Outer Rim,14.957,511.324,http://starwars.wikia.com/wiki/Ord_Trasi
Relgim,Ord Biniir,Outer Rim,1.166,466.658,http://starwars.wikia.com/wiki/Ord_Biniir
Relgim,Vykos,Outer Rim,5.253,486.828,http://starwars.wikia.com/wiki/Vykos
Albarrio,Marmoth,Outer Rim,-62.904,516.179,http://starwars.wikia.com/wiki/Marmoth
Albarrio,Mygeeto,Outer Rim,-50.923,493.977,http://starwars.wikia.com/wiki/Mygeeto
Albarrio,Anemcoro,Outer Rim,-3.516,461.499,http://starwars.wikia.com/wiki/Anemcoro
Albarrio,Haverling,Outer Rim,-32.302,478.151,http://starwars.wikia.com/wiki/Haverling
Albarrio,Morishim,Outer Rim,-31.315,489.157,http://starwars.wikia.com/wiki/Morishim
Albarrio,Aris,Outer Rim,-31.153,497.552,http://starwars.wikia.com/wiki/Aris
Albarrio,Malestrom Nebula,Outer Rim,-11.257,488.944,http://starwars.wikia.com/wiki/Malestrom_Nebula
Calamari,Eridicon,Outer Rim,877.697,336.045,http://starwars.wikia.com/wiki/Eridicon
Calamari,Minntooine,Outer Rim,897.752,322.128,http://starwars.wikia.com/wiki/Minntooine
Calamari,Ruisto,Outer Rim,900.284,336.088,http://starwars.wikia.com/wiki/Ruisto
Calamari,Mon Calamari,Outer Rim,907.208,330.121,http://starwars.wikia.com/wiki/Dac
Calamari,New Heurkea,Outer Rim,916.585,309.58,http://starwars.wikia.com/wiki/New_Heurkea
Calamari,Mantan,Outer Rim,911.54,314.202,http://starwars.wikia.com/wiki/Mantan
Calamari,Hinakuu,Outer Rim,945.812,304.853,http://starwars.wikia.com/wiki/Hinakuu
Calamari,Krinemonen,Outer Rim,940.662,321.204,http://starwars.wikia.com/wiki/Krinemonen
Calamari,Buchich,Outer Rim,951.386,325.544,http://starwars.wikia.com/wiki/Buchich
Calamari,Pammant,Outer Rim,910.323,325.455,http://starwars.wikia.com/wiki/Pammant
Calamari,Pinperu,Outer Rim,924.934,332.887,http://starwars.wikia.com/wiki/Pinperu
Calamari,Damendine,Outer Rim,924.404,348.357,http://starwars.wikia.com/wiki/Damendine
Calamari,Kamdon,Outer Rim,928.787,290.578,http://starwars.wikia.com/wiki/Kamdon
Calamari,Poseidenna,Outer Rim,901.45,294.658,http://starwars.wikia.com/wiki/Poseidenna
Calamari,Sanctuary,Outer Rim,920.112,295.469,http://starwars.wikia.com/wiki/Sanctuary
Ash Worlds,Wyndigal,Outer Rim,752.55,290.804,http://starwars.wikia.com/wiki/Wyndigal
Ash Worlds,Altratonne,Outer Rim,771.6,263.552,http://starwars.wikia.com/wiki/Altratonne
Ash Worlds,New Alderaan,Outer Rim,868.824,306.305,http://starwars.wikia.com/wiki/New_Alderaan
Ash Worlds,Cophrigin,Outer Rim,832.29,269.833,http://starwars.wikia.com/wiki/Cophrigin
Ash Worlds,Iego,Outer Rim,827.649,249.558,http://starwars.wikia.com/wiki/Iego
Ash Worlds,OHS1782-03,Outer Rim,815.521,229.421,http://starwars.wikia.com/wiki/OHS1782-03
Ash Worlds,Agon,Outer Rim,814.498,245.948,http://starwars.wikia.com/wiki/Agon
Ash Worlds,OHS3842-03,Outer Rim,807.054,269.373,http://starwars.wikia.com/wiki/OHS3842-03
